Total de Nós; Treinamento;Teste;Validação
370;95.93425605536332;92.98245614035088;92.73356401384083
369;95.76124567474048;92.98245614035088;92.73356401384083
368;95.50173010380622;92.98245614035088;93.07958477508652
367;95.50173010380622;92.98245614035088;93.07958477508652
366;95.50173010380622;92.98245614035088;93.07958477508652
365;95.50173010380622;92.98245614035088;93.07958477508652
364;95.50173010380622;92.98245614035088;93.07958477508652
363;95.50173010380622;92.98245614035088;93.07958477508652
362;95.50173010380622;92.98245614035088;93.07958477508652
361;95.50173010380622;92.98245614035088;93.07958477508652
360;95.50173010380622;92.98245614035088;93.07958477508652
359;95.50173010380622;92.98245614035088;93.07958477508652
358;95.50173010380622;92.98245614035088;93.07958477508652
357;95.50173010380622;92.98245614035088;93.07958477508652
356;95.50173010380622;92.98245614035088;93.07958477508652
355;95.50173010380622;92.98245614035088;93.07958477508652
354;95.50173010380622;92.98245614035088;93.07958477508652
353;95.50173010380622;92.98245614035088;93.07958477508652
352;95.50173010380622;92.98245614035088;93.07958477508652
351;95.50173010380622;92.98245614035088;93.07958477508652
350;95.50173010380622;92.98245614035088;93.07958477508652
349;95.50173010380622;92.98245614035088;93.07958477508652
348;95.50173010380622;92.98245614035088;93.07958477508652
347;95.50173010380622;92.98245614035088;93.07958477508652
346;95.50173010380622;92.98245614035088;93.07958477508652
345;95.50173010380622;92.98245614035088;93.07958477508652
344;95.50173010380622;92.98245614035088;93.07958477508652
343;95.50173010380622;92.98245614035088;93.07958477508652
342;95.41522491349481;92.73182957393483;93.07958477508652
341;95.41522491349481;92.73182957393483;93.07958477508652
340;95.41522491349481;92.73182957393483;93.07958477508652
339;95.41522491349481;92.73182957393483;93.07958477508652
338;95.41522491349481;92.73182957393483;93.07958477508652
337;95.41522491349481;92.73182957393483;93.07958477508652
336;95.41522491349481;92.73182957393483;93.07958477508652
335;95.41522491349481;92.73182957393483;93.07958477508652
334;95.41522491349481;92.73182957393483;93.07958477508652
333;95.32871972318338;92.4812030075188;93.07958477508652
332;95.15570934256056;92.4812030075188;93.07958477508652
331;95.15570934256056;92.4812030075188;93.07958477508652
330;95.15570934256056;92.4812030075188;93.07958477508652
329;95.15570934256056;92.4812030075188;93.07958477508652
328;95.15570934256056;92.4812030075188;93.07958477508652
327;95.15570934256056;92.4812030075188;93.07958477508652
326;95.15570934256056;92.4812030075188;93.07958477508652
325;95.15570934256056;92.4812030075188;93.07958477508652
324;95.15570934256056;92.4812030075188;93.07958477508652
323;95.15570934256056;92.4812030075188;93.07958477508652
322;95.15570934256056;92.4812030075188;93.07958477508652
321;94.63667820069203;92.4812030075188;93.07958477508652
320;94.63667820069203;92.4812030075188;93.07958477508652
319;94.63667820069203;92.4812030075188;93.07958477508652
318;94.63667820069203;92.4812030075188;93.07958477508652
317;94.63667820069203;92.4812030075188;93.07958477508652
316;94.63667820069203;92.4812030075188;93.07958477508652
315;94.63667820069203;92.4812030075188;93.07958477508652
314;94.63667820069203;92.4812030075188;93.07958477508652
313;94.63667820069203;92.4812030075188;93.07958477508652
312;94.63667820069203;92.4812030075188;93.07958477508652
311;94.55017301038062;92.23057644110276;93.07958477508652
310;94.37716262975778;92.23057644110276;93.07958477508652
309;94.29065743944636;91.97994987468672;93.07958477508652
308;94.03114186851211;91.72932330827066;93.07958477508652
307;93.85813148788927;91.72932330827066;93.07958477508652
306;93.77162629757785;91.72932330827066;93.42560553633218
305;93.77162629757785;91.72932330827066;93.42560553633218
304;93.77162629757785;91.72932330827066;93.42560553633218
303;93.77162629757785;91.72932330827066;93.42560553633218
302;93.77162629757785;91.72932330827066;93.42560553633218
301;93.77162629757785;91.72932330827066;93.42560553633218
300;93.77162629757785;91.72932330827066;93.42560553633218
299;93.68512110726644;91.97994987468672;93.42560553633218
298;93.68512110726644;91.97994987468672;93.42560553633218
297;93.68512110726644;91.97994987468672;93.42560553633218
296;93.68512110726644;91.97994987468672;93.42560553633218
295;93.68512110726644;91.97994987468672;93.42560553633218
294;93.68512110726644;91.97994987468672;93.42560553633218
293;93.68512110726644;91.97994987468672;93.42560553633218
292;93.68512110726644;91.97994987468672;93.42560553633218
291;93.68512110726644;91.97994987468672;93.42560553633218
290;93.68512110726644;91.97994987468672;93.42560553633218
289;93.68512110726644;91.97994987468672;93.42560553633218
288;93.68512110726644;91.97994987468672;93.42560553633218
287;93.68512110726644;91.97994987468672;93.42560553633218
286;93.68512110726644;91.97994987468672;93.42560553633218
285;93.68512110726644;91.97994987468672;93.42560553633218
284;93.68512110726644;91.97994987468672;93.42560553633218
283;93.5121107266436;91.97994987468672;93.42560553633218
282;93.5121107266436;91.97994987468672;93.42560553633218
281;93.5121107266436;91.97994987468672;93.42560553633218
280;93.5121107266436;91.97994987468672;93.42560553633218
279;93.5121107266436;91.97994987468672;93.42560553633218
278;93.5121107266436;91.97994987468672;93.42560553633218
277;93.5121107266436;91.97994987468672;93.42560553633218
276;93.5121107266436;91.97994987468672;93.42560553633218
275;93.5121107266436;91.97994987468672;93.42560553633218
274;93.5121107266436;91.97994987468672;93.42560553633218
273;93.5121107266436;91.97994987468672;93.42560553633218
272;93.5121107266436;91.97994987468672;93.42560553633218
271;93.5121107266436;91.97994987468672;93.42560553633218
270;93.5121107266436;91.97994987468672;93.42560553633218
269;93.5121107266436;91.97994987468672;93.42560553633218
268;93.5121107266436;91.97994987468672;93.42560553633218
267;93.5121107266436;91.97994987468672;93.42560553633218
266;93.5121107266436;91.97994987468672;93.42560553633218
265;93.5121107266436;91.97994987468672;93.42560553633218
264;93.5121107266436;91.97994987468672;93.42560553633218
263;93.5121107266436;91.97994987468672;93.42560553633218
262;93.5121107266436;91.97994987468672;93.42560553633218
261;93.5121107266436;91.97994987468672;93.42560553633218
260;93.33910034602077;91.97994987468672;93.42560553633218
259;93.33910034602077;91.97994987468672;93.42560553633218
258;93.33910034602077;91.97994987468672;93.42560553633218
257;93.33910034602077;91.97994987468672;93.42560553633218
256;93.33910034602077;91.97994987468672;93.42560553633218
255;93.33910034602077;91.97994987468672;93.42560553633218
254;93.33910034602077;91.97994987468672;93.42560553633218
253;93.33910034602077;91.97994987468672;93.42560553633218
252;93.33910034602077;91.97994987468672;93.42560553633218
251;93.33910034602077;91.97994987468672;93.42560553633218
250;93.33910034602077;91.97994987468672;93.42560553633218
249;93.16608996539793;92.23057644110276;93.77162629757785
248;93.16608996539793;92.23057644110276;93.77162629757785
247;93.16608996539793;92.23057644110276;93.77162629757785
246;93.16608996539793;92.23057644110276;93.77162629757785
245;93.16608996539793;92.23057644110276;93.77162629757785
244;93.16608996539793;92.23057644110276;93.77162629757785
243;93.16608996539793;92.23057644110276;93.77162629757785
242;93.16608996539793;92.23057644110276;93.77162629757785
241;93.16608996539793;92.23057644110276;93.77162629757785
240;93.16608996539793;92.23057644110276;93.77162629757785
239;93.16608996539793;92.23057644110276;93.77162629757785
238;93.16608996539793;92.23057644110276;93.77162629757785
237;93.16608996539793;92.23057644110276;93.77162629757785
236;93.16608996539793;92.23057644110276;93.77162629757785
235;93.16608996539793;92.23057644110276;93.77162629757785
