treinamento;Teste;Validação
95.50173010380622;93.734335839599;92.04152249134948
95.50173010380622;93.734335839599;92.04152249134948
95.32871972318338;93.734335839599;92.04152249134948
95.32871972318338;93.734335839599;92.04152249134948
95.32871972318338;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.15570934256056;93.734335839599;92.04152249134948
95.06920415224913;93.48370927318295;92.04152249134948
94.98269896193771;93.23308270676691;92.04152249134948
94.80968858131487;93.23308270676691;92.04152249134948
94.72318339100346;92.98245614035088;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.63667820069203;92.73182957393483;92.04152249134948
94.55017301038062;92.4812030075188;92.04152249134948
94.4636678200692;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.29065743944636;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
94.11764705882352;92.23057644110276;92.04152249134948
